PF10417.11	1-cysPrx_C
PF16676.7	FOXO-TAD
PF16675.7	FOXO_KIX_bdg
PF16159.7	FOXP-CC
PF09758.11	FPL
PF06963.14	FPN1
PF10621.11	FpoO
PF05911.13	FPP
PF16104.7	FPRL1_inhibitor
PF17614.4	FPV060
PF08445.12	FR47
PF09725.11	Fra10Ac1
PF10277.11	Frag1
PF16376.7	fragilysinNterm
PF05994.13	FragX_IP
PF14407.8	Frankia_peptide
PF01491.18	Frataxin_Cyay
PF08771.13	FRB_dom
PF03197.15	FRD2
PF19309.1	Frem_N
PF08867.13	FRG
PF06229.14	FRG1
PF15315.8	FRG2
PF04432.15	FrhB_FdhB_C
PF04422.15	FrhB_FdhB_N
PF07899.13	Frigida
PF02434.18	Fringe
PF01534.19	Frizzled
PF18032.3	FRP
PF06901.14	FrpC
PF09421.12	FRQ
PF06500.13	FrsA-like
PF11768.10	Frtz
PF03881.16	Fructosamin_kin
PF19421.1	Fry_C
PF03032.17	FSAP_sig_propep
PF10479.11	FSA_C
PF03959.15	FSH1
PF15554.8	FSIP1
PF15783.7	FSIP2
PF13955.8	Fst_toxin
PF13095.8	FTA2
PF13093.8	FTA4
PF02971.16	FTCD
PF04961.14	FTCD_C
PF07837.14	FTCD_N
PF01827.29	FTH
PF01268.21	FTHFS
PF12934.9	FTO_CTD
PF12933.9	FTO_NTD
PF07504.15	FTP
PF01913.20	FTR
PF03239.16	FTR1
PF10080.11	FtrD-like
PF02741.17	FTR_C
PF14450.8	FtsA
PF06480.17	FtsH_ext
PF01728.21	FtsJ
PF13491.8	FtsK_4TM
PF17854.3	FtsK_alpha
PF09397.12	FtsK_gamma
PF01580.20	FtsK_SpoIIIE
PF12538.10	FtsK_SpoIIIE_N
PF04999.15	FtsL
PF19579.1	FtsL_2
PF03799.17	FtsQ
PF01098.21	FTSW_RODA_SPOVE
PF02687.23	FtsX
PF18075.3	FtsX_ECD
PF12327.10	FtsZ_C
PF03867.16	FTZ
PF07959.14	Fucokinase
PF02952.19	Fucose_iso_C
PF07881.14	Fucose_iso_N1
PF07882.14	Fucose_iso_N2
PF16757.7	Fucosidase_C
PF18025.3	FucT_N
PF10415.11	FumaraseC_C
PF02300.19	Fumarate_red_C
PF02313.19	Fumarate_red_D
PF03630.16	Fumble
PF05681.16	Fumerase
PF05683.14	Fumerase_C
PF04930.17	FUN14
PF16797.7	Fungal_KA1
PF07938.14	Fungal_lectin
PF18647.3	Fungal_lectin_2
PF12709.9	Fungal_TACC
PF04082.20	Fungal_trans
PF11951.10	Fungal_trans_2
PF10917.10	Fungus-induced
PF05933.15	Fun_ATP-synt_8
PF01475.21	FUR
PF00757.22	Furin-like
PF15913.7	Furin-like_2
PF13076.8	Fur_reg_FbpA
PF13040.8	Fur_reg_FbpB
PF04632.14	FUSC
PF12805.9	FUSC-like
PF13515.8	FUSC_2
PF15993.7	Fuseless
PF13044.8	Fusion_F0
PF00523.20	Fusion_gly
PF01621.19	Fusion_gly_K
PF19745.1	FUT8_N_cat
PF19036.2	Fuz_longin_1
PF19037.2	Fuz_longin_2
PF19038.2	Fuz_longin_3
PF09259.13	Fve
PF20011.1	fvmJAB_N
PF20007.1	fvmRadSAM-pep
PF19998.1	fvmX1
PF20000.1	fvmX2
PF19999.1	fvmX3
PF20002.1	fvmX3-analog
PF20003.1	fvmX5
PF20004.1	fvmX6
PF20005.1	fvmX7
PF20006.1	fvmYukDl_N
PF14922.8	FWWh
PF14670.8	FXa_inhibition
PF12235.10	FXMRP1_C_core
PF16098.7	FXMR_C2
PF16096.7	FXR_C1
PF16097.7	FXR_C3
PF04186.15	FxsA
PF09538.12	FYDLN_acid
PF05965.16	FYRC
PF05964.16	FYRN
PF07078.13	FYTT
PF01363.23	FYVE
PF02318.18	FYVE_2
PF01392.24	Fz
PF04799.15	Fzo_mitofusin
PF08919.12	F_actin_bind
PF18060.3	F_actin_bund_C
PF01115.19	F_actin_cap_B
PF01116.22	F_bP_aldolase
PF12803.9	G-7-MTase
PF00503.22	G-alpha
PF00631.24	G-gamma
PF01585.25	G-patch
PF12656.9	G-patch_2
PF15103.8	G0-G1_switch_2
PF01125.19	G10
PF18442.3	G2BR
PF07474.14	G2F
PF02660.17	G3P_acyltransf
PF04309.14	G3P_antiterm
PF07501.14	G5
PF15096.8	G6B
PF10786.11	G6PD_bact
PF02781.18	G6PD_C
PF00479.24	G6PD_N
PF10162.11	G8
PF01468.19	GA
PF17573.4	GA-like
PF04114.16	Gaa1
PF19976.1	GAAD
PF11620.10	GABP-alpha
PF02938.16	GAD
PF08887.13	GAD-like
PF01590.28	GAF
PF13185.8	GAF_2
PF13492.8	GAF_3
PF13975.8	gag-asp_proteas
PF09237.13	GAGA
PF06217.14	GAGA_bind
PF16828.7	GAGBD
PF05831.13	GAGE
PF01140.21	Gag_MA
PF02337.19	Gag_p10
PF01141.20	Gag_p12
PF08723.12	Gag_p15
PF00540.20	Gag_p17
PF02228.18	Gag_p19
PF00607.22	Gag_p24
PF19317.1	Gag_p24_C
PF02093.18	Gag_p30
PF08705.13	Gag_p6
PF13976.8	gag_pre-integrs
PF03276.16	Gag_spuma
PF16489.7	GAIN
PF18619.3	GAIN_A
PF06990.13	Gal-3-0_sulfotr
PF00337.24	Gal-bind_lectin
PF18535.3	Gal11_ABD1
PF03902.15	Gal4_dimer
PF01762.23	Galactosyl_T
PF01296.20	Galanin
PF17974.3	GalBD_like
PF10509.11	GalKase_gal_bdg
PF02052.17	Gallidermin
PF01087.24	GalP_UDP_transf
PF02744.19	GalP_UDP_tr_C
PF17337.4	Gal_GalNac_35kD
PF02140.20	Gal_Lectin
PF13802.8	Gal_mutarotas_2
PF18080.3	Gal_mutarotas_3
PF06064.13	Gam
PF00304.22	Gamma-thionin
PF05908.13	Gamma_PGA_hydro
PF20052.1	GAP1-C
PF20014.1	GAP1-M
PF20012.1	GAP1-N1
PF20013.1	GAP1-N2
PF17155.6	GAPES1
PF17156.6	GAPES2
PF17154.6	GAPES3
PF17157.6	GAPES4
PF11770.10	GAPT
PF04410.16	Gar1
PF16731.7	GARP
PF01071.21	GARS_A
PF02843.18	GARS_C
PF02844.17	GARS_N
PF13851.8	GAS
PF02187.19	GAS2
PF02704.16	GASA
PF04598.14	Gasdermin
PF17708.3	Gasdermin_C
PF19994.1	GASH
PF00918.19	Gastrin
PF00741.20	Gas_vesicle
PF01304.19	Gas_vesicle_C
PF03127.16	GAT
PF00320.29	GATA
PF05349.14	GATA-N
PF00117.30	GATase
PF07090.13	GATase1_like
PF00310.23	GATase_2
PF07685.16	GATase_3
PF13230.8	GATase_4
PF13507.8	GATase_5
PF13522.8	GATase_6
PF13537.8	GATase_7
PF02934.17	GatB_N
PF02637.20	GatB_Yqey
PF18195.3	GatD_N
PF07670.16	Gate
PF08013.13	GatZ_KbaZ-like
PF04572.14	Gb3_synth
PF06155.14	GBBH-like_N
PF02263.21	GBP
PF18416.3	GbpA_2
PF08363.12	GbpC
PF02841.16	GBP_C
PF02425.17	GBP_PSP
PF02526.16	GBP_repeat
PF18455.3	GBR2_CC
PF17580.4	GBR_NSP5
PF08481.12	GBS_Bsp-like
PF12786.9	GBV-C_env
PF04189.15	Gcd10p
PF08704.12	GCD14
PF14801.8	GCD14_N
PF07842.14	GCFC
PF02649.16	GCHY-1
PF05165.14	GCH_III
PF13324.8	GCIP
PF07802.13	GCK
PF03615.17	GCM
PF12074.10	Gcn1_N
PF06320.15	GCN5L1
PF18229.3	GcnA_N
PF15328.8	GCOM2
PF14609.8	GCP5-Mod21
PF19340.1	GCP6_N
PF04551.16	GcpE
PF04130.15	GCP_C_terminal
PF17681.3	GCP_N_terminal
PF02155.17	GCR
PF12550.10	GCR1_C
PF07750.13	GcrA
PF03074.18	GCS
PF04107.15	GCS2
PF16647.7	GCSF
PF01597.21	GCV_H
PF01571.23	GCV_T
PF08669.13	GCV_T_C
PF09694.12	Gcw_chp
PF01150.19	GDA1_CD39
PF02347.18	GDC-P
PF06202.16	GDE_C
PF12439.10	GDE_N
PF14742.8	GDE_N_bis
PF12466.10	GDH_N
PF00996.20	GDI
PF02351.18	GDNF
PF03009.19	GDPD
PF13653.8	GDPD_2
PF16363.7	GDP_Man_Dehyd
PF15667.7	GDWWSH
PF14345.8	GDYXXLXY
PF04295.15	GD_AH_C
PF16030.7	GD_N
PF16529.7	Ge1_WD40
PF02212.20	GED
PF00626.24	Gelsolin
PF06372.14	Gemin6
PF11095.10	Gemin7
PF15348.8	GEMIN8
PF07412.14	Geminin
PF04807.14	Gemini_AC4_5
PF08464.12	Gemini_AC4_5_2
PF00799.22	Gemini_AL1
PF08283.13	Gemini_AL1_M
PF01440.18	Gemini_AL2
PF01407.19	Gemini_AL3
PF00845.21	Gemini_BL1
PF01492.19	Gemini_C4
PF00844.20	Gemini_coat
PF01708.18	Gemini_mov
PF01524.19	Gemini_V2
PF18380.3	GEN1_C
PF02053.17	Gene66
PF17053.7	GEP5
PF03323.15	GerA
PF17898.3	GerD
PF00196.21	GerE
PF10646.11	Germane
PF10676.11	gerPA
PF10803.10	GerPB
PF10737.11	GerPC
PF10970.10	GerPE
PF08690.12	GET2
PF14963.8	Get2_like
PF04190.15	GET4
PF16843.7	Get5_bdg
PF18514.3	Get5_C
PF05671.13	GETHR
PF20009.1	GEVED
PF04828.16	GFA
PF17331.4	GFD1
PF01408.24	GFO_IDH_MocA
PF02894.19	GFO_IDH_MocA_C
PF19051.2	GFO_IDH_MocA_C2
PF01353.24	GFP
PF06399.15	GFRP
PF14843.8	GF_recep_IV
PF06094.14	GGACT
PF18308.3	GGA_N-GAT
PF00990.23	GGDEF
PF17853.3	GGDEF_2
PF14057.8	GGGtGRT
PF15685.7	GGN
PF14410.8	GH-E
PF17995.3	GH101_N
PF14741.8	GH114_assoc
PF17829.3	GH115_C
PF18271.3	GH131_N
PF03321.15	GH3
PF16369.7	GH43_C
PF17851.3	GH43_C2
PF14509.8	GH97_C
PF14508.8	GH97_N
PF12772.9	GHBP
PF17834.3	GHD
PF02638.17	GHL10
PF14883.8	GHL13
PF14885.8	GHL15
PF14872.8	GHL5
PF14871.8	GHL6
PF08544.15	GHMP_kinases_C
PF00288.28	GHMP_kinases_N
PF11080.10	GhoS
PF01134.24	GIDA
PF13932.8	GIDA_C
PF02527.17	GidB
PF12483.10	GIDE
PF13856.8	Gifsy-2
PF08388.13	GIIM
PF03227.18	GILT
PF10764.11	Gin
PF06972.13	GIP1_N
PF12205.10	GIT1_C
PF11710.10	Git3
PF16559.7	GIT_CC
PF08518.13	GIT_SHD
PF01541.26	GIY-YIG
PF19239.1	GIY_YIG_domain
PF03359.15	GKAP
PF00594.22	Gla
PF11397.10	GlcNAc
PF18440.3	GlcNAc-1_reg
PF07221.13	GlcNAc_2-epim
PF17847.3	GlcV_C_terminal
PF19937.1	GldC-like
PF14109.8	GldH_lipo
PF12080.10	GldM_C
PF12081.10	GldM_N
PF19841.1	GldN
PF07817.15	GLE1
PF10528.11	GLEYA
PF03275.15	GLF
PF19320.1	GlfT2_domain3
PF17994.3	Glft2_N
PF08971.13	GlgS
PF18390.3	GlgX_C
PF13016.8	Gliadin
PF00120.26	Gln-synt_C
PF18318.3	Gln-synt_C-ter
PF03951.21	Gln-synt_N
PF16952.7	Gln-synt_N_2
PF08335.13	GlnD_UR_UTase
PF03710.17	GlnE
PF15644.8	Gln_amidase
PF18626.3	Gln_deamidase_2
PF00042.24	Globin
PF10793.11	Gloverin
PF06942.14	GlpM
PF05768.16	Glrx-like
PF08718.13	GLTP
PF15249.8	GLTSCR1
PF01744.22	GLTT
PF03616.16	Glt_symporter
PF02686.17	Glu-tRNAGln
PF02364.17	Glucan_synthase
PF09136.12	Glucodextran_B
PF09985.11	Glucodextran_C
PF09137.13	Glucodextran_N
PF02685.18	Glucokinase
PF13618.8	Gluconate_2-dh3
PF01182.22	Glucosamine_iso
PF01832.22	Glucosaminidase
PF14264.8	Glucos_trans_II
PF07581.14	Glug
PF18466.3	GluRS_N
PF10606.11	GluR_Homer-bdg
PF04960.17	Glutaminase
PF00462.26	Glutaredoxin
PF04399.15	Glutaredoxin2_C
PF03157.15	Glutenin_hmw
PF00745.22	GlutR_dimer
PF05201.17	GlutR_N
PF05096.14	Glu_cyclase_2
PF04262.16	Glu_cys_ligase
PF16912.7	Glu_dehyd_C
PF01645.19	Glu_synthase
PF04898.16	Glu_syn_central
PF12764.9	Gly-rich_Ago1
PF13488.8	Gly-zipper_Omp
PF13436.8	Gly-zipper_OmpA
PF13441.8	Gly-zipper_YMGG
PF05242.13	GLYCAM-1
PF10091.11	Glycoamylase
PF05693.15	Glycogen_syn
PF14845.8	Glycohydro_20b2
PF06475.13	Glycolipid_bind
PF00274.21	Glycolytic
PF01102.20	Glycophorin_A
PF03409.17	Glycoprotein
PF00606.20	Glycoprotein_B
PF00802.21	Glycoprotein_G
PF17416.4	Glycoprot_B_PH1
PF17417.4	Glycoprot_B_PH2
PF00534.22	Glycos_transf_1
PF00535.28	Glycos_transf_2
PF00591.23	Glycos_transf_3
PF00953.23	Glycos_transf_4
PF04413.18	Glycos_transf_N
PF02885.19	Glycos_trans_3N
PF18565.3	Glyco_hydro2_C5
PF17677.3	Glyco_hydro38C2
PF17652.3	Glyco_hydro81C
PF00232.20	Glyco_hydro_1
PF00331.22	Glyco_hydro_10
PF12899.9	Glyco_hydro_100
PF12905.9	Glyco_hydro_101
PF17132.6	Glyco_hydro_106
PF05838.14	Glyco_hydro_108
PF00457.19	Glyco_hydro_11
PF03537.15	Glyco_hydro_114
PF15979.7	Glyco_hydro_115
PF01670.18	Glyco_hydro_12
PF06824.13	Glyco_hydro_125
PF07944.14	Glyco_hydro_127
PF11308.10	Glyco_hydro_129
PF04041.15	Glyco_hydro_130
PF01373.19	Glyco_hydro_14
PF00723.23	Glyco_hydro_15
PF00722.23	Glyco_hydro_16
PF00332.20	Glyco_hydro_17
PF00704.30	Glyco_hydro_18
PF00182.21	Glyco_hydro_19
PF00703.23	Glyco_hydro_2
PF00728.24	Glyco_hydro_20
PF02838.17	Glyco_hydro_20b
PF01183.22	Glyco_hydro_25
PF02156.17	Glyco_hydro_26
PF00295.19	Glyco_hydro_28
PF02836.19	Glyco_hydro_2_C
PF02837.20	Glyco_hydro_2_N
PF00933.23	Glyco_hydro_3
PF02055.18	Glyco_hydro_30
PF17189.6	Glyco_hydro_30C
PF01055.28	Glyco_hydro_31
PF08244.14	Glyco_hydro_32C
PF00251.22	Glyco_hydro_32N
PF01301.21	Glyco_hydro_35
PF17167.6	Glyco_hydro_36
PF16874.7	Glyco_hydro_36C
PF16875.7	Glyco_hydro_36N
PF18438.3	Glyco_hydro_38
PF07748.15	Glyco_hydro_38C
PF01074.24	Glyco_hydro_38N
PF01229.19	Glyco_hydro_39
PF01915.24	Glyco_hydro_3_C
PF02056.18	Glyco_hydro_4
PF02449.17	Glyco_hydro_42
PF08533.12	Glyco_hydro_42C
PF08532.12	Glyco_hydro_42M
PF04616.16	Glyco_hydro_43
PF12891.9	Glyco_hydro_44
PF02015.18	Glyco_hydro_45
PF01374.20	Glyco_hydro_46
PF01532.22	Glyco_hydro_47
PF02011.17	Glyco_hydro_48
PF03718.15	Glyco_hydro_49
PF17433.4	Glyco_hydro_49N
PF11975.10	Glyco_hydro_4C
PF03512.15	Glyco_hydro_52
PF07745.15	Glyco_hydro_53
PF01630.20	Glyco_hydro_56
PF03065.17	Glyco_hydro_57
PF02057.17	Glyco_hydro_59
PF17387.4	Glyco_hydro_59M
PF18564.3	Glyco_hydro_5_C
PF01341.19	Glyco_hydro_6
PF03664.15	Glyco_hydro_62
PF03200.18	Glyco_hydro_63
PF16923.7	Glyco_hydro_63N
PF16483.7	Glyco_hydro_64
PF03633.17	Glyco_hydro_65C
PF03632.17	Glyco_hydro_65m
PF03636.17	Glyco_hydro_65N
PF13199.8	Glyco_hydro_66
PF07477.14	Glyco_hydro_67C
PF07488.14	Glyco_hydro_67M
PF03648.16	Glyco_hydro_67N
PF02435.18	Glyco_hydro_68
PF00840.22	Glyco_hydro_7
PF02324.18	Glyco_hydro_70
PF03659.16	Glyco_hydro_71
PF03198.16	Glyco_hydro_72
PF07335.13	Glyco_hydro_75
PF03663.16	Glyco_hydro_76
PF02446.19	Glyco_hydro_77
PF16862.7	Glyco_hydro_79C
PF03662.16	Glyco_hydro_79n
PF01270.19	Glyco_hydro_8
PF13647.8	Glyco_hydro_80
PF03639.15	Glyco_hydro_81
PF03644.15	Glyco_hydro_85
PF07470.15	Glyco_hydro_88
PF00759.21	Glyco_hydro_9
PF07971.14	Glyco_hydro_92
PF17678.3	Glyco_hydro_92N
PF10566.11	Glyco_hydro_97
PF08307.13	Glyco_hydro_98C
PF08306.13	Glyco_hydro_98M
PF16317.7	Glyco_hydro_99
PF11790.10	Glyco_hydro_cc
PF12215.10	Glyco_hydr_116N
PF14587.8	Glyco_hydr_30_2
PF17451.4	Glyco_hyd_101C
PF14498.8	Glyco_hyd_65N_2
PF18088.3	Glyco_H_20C_C
PF10111.11	Glyco_tranf_2_2
PF13641.8	Glyco_tranf_2_3
PF13704.8	Glyco_tranf_2_4
PF13712.8	Glyco_tranf_2_5
PF00852.21	Glyco_transf_10
PF01531.18	Glyco_transf_11
PF01793.18	Glyco_transf_15
PF04724.15	Glyco_transf_17
PF15024.8	Glyco_transf_18
PF00982.23	Glyco_transf_20
PF13506.8	Glyco_transf_21
PF03901.19	Glyco_transf_22
PF18404.3	Glyco_transf_24
PF01755.19	Glyco_transf_25
PF03033.22	Glyco_transf_28
PF00777.20	Glyco_transf_29
PF05637.14	Glyco_transf_34
PF06165.13	Glyco_transf_36
PF13439.8	Glyco_transf_4
PF13844.8	Glyco_transf_41
PF03360.18	Glyco_transf_43
PF13896.8	Glyco_transf_49
PF08323.13	Glyco_transf_5
PF07922.13	Glyco_transf_52
PF04666.15	Glyco_transf_54
PF07429.13	Glyco_transf_56
PF03414.15	Glyco_transf_6
PF04577.16	Glyco_transf_61
PF09258.12	Glyco_transf_64
PF02709.16	Glyco_transf_7C
PF13733.8	Glyco_transf_7N
PF01501.22	Glyco_transf_8
PF16849.7	Glyco_transf_88
PF08437.12	Glyco_transf_8C
PF01075.19	Glyco_transf_9
PF05686.14	Glyco_transf_90
PF01697.29	Glyco_transf_92
PF13524.8	Glyco_trans_1_2
PF13528.8	Glyco_trans_1_3
PF13692.8	Glyco_trans_1_4
PF13632.8	Glyco_trans_2_3
PF13477.8	Glyco_trans_4_2
PF12000.10	Glyco_trans_4_3
PF13579.8	Glyco_trans_4_4
PF16994.7	Glyco_trans_4_5
PF09318.12	Glyco_trans_A_1
PF17039.7	Glyco_tran_10_N
PF04101.18	Glyco_tran_28_C
PF14307.8	Glyco_tran_WbsX
PF03808.15	Glyco_tran_WecG
PF18230.3	Glyc_hyd_38C_2
PF12524.10	GlyL_C
PF00903.27	Glyoxalase
PF12681.9	Glyoxalase_2
PF13468.8	Glyoxalase_3
PF13669.8	Glyoxalase_4
PF14696.8	Glyoxalase_5
PF18029.3	Glyoxalase_6
PF19581.1	Glyoxalase_7
PF20066.1	Glyoxalase_8
PF07250.13	Glyoxal_oxid_N
PF04464.16	Glyphos_transf
PF01153.21	Glypican
PF08444.12	Gly_acyl_tr_C
PF06021.13	Gly_acyl_tr_N
PF02595.17	Gly_kinase
PF01228.23	Gly_radical
PF09338.13	Gly_reductase
PF12810.9	Gly_rich
PF14272.8	Gly_rich_SFCGS
PF04488.17	Gly_transf_sug
PF03458.15	Gly_transporter
PF19046.2	GM130_C
PF10647.11	Gmad1
PF10648.11	Gmad2
PF06540.13	GMAP
PF05199.15	GMC_oxred_C
PF00732.21	GMC_oxred_N
PF05351.13	GMP_PDE_delta
PF00958.24	GMP_synt_C
PF09535.12	Gmx_para_CXXCG
PF01109.19	GM_CSF
PF08701.13	GN3L_Grn1
PF12746.9	GNAT_acetyltran
PF13718.8	GNAT_acetyltr_2
PF18164.3	GNAT_C
PF18407.3	GNAT_like
PF12369.10	GnHR_trans
PF00446.19	GnRH
PF08178.13	GnsAB_toxin
PF03071.17	GNT-I
PF02447.18	GntP_permease
PF00392.23	GntR
PF13807.8	GNVR
PF13897.8	GOLD_2
PF15070.8	GOLGA2L5
PF09787.11	Golgin_A5
PF02188.19	GoLoco
PF08685.13	GON
PF08738.12	Gon7
PF17109.7	Goodbye
PF04178.14	Got1
PF05823.14	Gp-FAR-1
PF08677.12	GP11
PF09089.12	gp12-short_mid
PF00516.20	GP120
PF20036.1	Gp13-like
PF18352.3	Gp138_N
PF17420.4	GP17
PF07068.13	Gp23
PF17388.4	GP24_25
PF03076.16	GP3
PF18897.2	Gp3-like
PF08804.12	gp32
PF09646.12	Gp37
PF12604.10	gp37_C
PF05268.13	GP38
PF16677.7	GP3_package
PF03010.16	GP4
PF11025.10	GP40
PF00517.19	GP41
PF17510.4	GP44
PF09116.12	gp45-slide_C
PF17470.4	Gp45_2
PF07409.14	GP46
PF05973.16	Gp49
PF17468.4	GP52
PF17594.4	GP57
PF07902.13	Gp58
PF06715.14	Gp5_C
PF06714.13	Gp5_OB
PF17471.4	GP63
PF17634.4	GP67
PF17469.4	GP68
PF17429.4	GP70
PF17463.4	GP79
PF17338.4	GP88
PF19277.1	GPAT_C
PF14829.8	GPAT_N
PF10192.11	GpcrRhopsn4
PF11904.10	GPCR_chapero_1
PF02925.18	gpD
PF10110.11	GPDPase_memb
PF16905.7	GPHH
PF12537.10	GPHR_N
PF06560.13	GPI
PF10342.11	GPI-anchored
PF05024.17	Gpi1
PF04113.16	Gpi16
PF06432.13	GPI2
PF05719.13	GPP34
PF15854.7	GPR15L
PF01184.21	Gpr1_Fun34_YaaH
PF11970.10	GPR_Gpa2_C
PF01825.23	GPS
PF15784.7	GPS2_interact
PF11359.10	gpUL132
PF02831.17	gpW
PF04965.16	GPW_gp25
PF02800.22	Gp_dh_C
PF00044.26	Gp_dh_N
PF11668.10	Gp_UL130
PF05084.15	GRA6
PF10375.11	GRAB
PF02893.22	GRAM
PF16569.7	GramPos_pilinBB
PF16555.7	GramPos_pilinD1
PF16570.7	GramPos_pilinD3
PF00746.23	Gram_pos_anchor
PF01271.19	Granin
PF00396.20	Granulin
PF03514.16	GRAS
PF04495.16	GRASP55_65
PF04723.16	GRDA
PF07355.14	GRDB
PF07173.14	GRDP-like
PF01272.21	GreA_GreB
PF03449.17	GreA_GreB_N
PF15782.7	GREB1
PF11034.10	Grg1
PF06212.14	GRIM-19
PF15235.8	GRIN_C
PF01465.22	GRIP
PF16518.7	GrlR
PF04155.20	Ground-like
PF07172.13	GRP
PF16984.7	Grp7_allergen
PF04229.16	GrpB
PF01025.21	GrpE
PF07919.14	Gryzun
PF12742.9	Gryzun-like
PF14959.8	GSAP-16
PF08885.13	GSCFA
PF07995.13	GSDH
PF11055.10	Gsf2
PF07803.13	GSG-1
PF02955.18	GSH-S_ATP
PF02951.16	GSH-S_N
PF08886.13	GshA
PF00255.21	GSHPx
PF03199.17	GSH_synthase
PF03917.19	GSH_synth_ATP
PF12437.10	GSIII_N
PF05350.14	GSK-3_bind
PF12019.10	GspH
PF12693.9	GspL_C
PF03738.16	GSP_synth
PF00043.27	GST_C
PF13410.8	GST_C_2
PF14497.8	GST_C_3
PF14834.8	GST_C_4
PF16865.7	GST_C_5
PF17171.6	GST_C_6
PF02798.22	GST_N
PF13409.8	GST_N_2
PF13417.8	GST_N_3
PF17172.6	GST_N_4
PF18485.3	GST_N_5
PF09698.12	GSu_C4xC__C2xCH
PF08759.13	GT-D
PF09594.12	GT87
PF11351.10	GTA_holin_3TM
PF13547.8	GTA_TIM
PF02946.16	GTF2I
PF09729.11	Gti1_Pac2
PF16360.7	GTP-bdg_M
PF13167.8	GTP-bdg_N
PF01018.24	GTP1_OBG
PF09027.12	GTPase_binding
PF12471.10	GTP_CH_N
PF00925.22	GTP_cyclohydro2
PF01227.24	GTP_cyclohydroI
PF00009.29	GTP_EFTU
PF03144.27	GTP_EFTU_D2
PF03143.19	GTP_EFTU_D3
PF14578.8	GTP_EFTU_D4
PF04670.14	Gtr1_RagA
PF04138.16	GtrA
PF15259.8	GTSE1_N
PF00211.22	Guanylate_cyc
PF09778.11	Guanylate_cyc_2
PF00625.23	Guanylate_kin
PF02058.17	Guanylin
PF13947.8	GUB_WAK_bind
PF08152.14	GUCT
PF05419.14	GUN4
PF16416.7	GUN4_N
PF06923.13	GutM
PF07088.13	GvpD
PF05120.14	GvpG
PF05455.13	GvpH
PF05121.14	GvpK
PF06386.13	GvpL_GvpF
PF05800.13	GvpO
PF13457.8	GW
PF06423.14	GWT1
PF20094.1	GWxTD_dom
PF14607.8	GxDLY
PF01493.21	GXGXG
PF14323.8	GxGYxYP_C
PF16216.7	GxGYxYP_N
PF14231.8	GXWXG
PF08734.13	GYD
PF02213.18	GYF
PF14237.8	GYF_2
PF07253.13	Gypsy
PF02756.16	GYR
PF18053.3	GyrB_insert
PF06445.17	GyrI-like
PF04162.14	Gyro_capsid
PF01019.23	G_glu_transpept
PF15991.7	G_path_suppress
PF02895.16	H-kinase_dim
PF09040.13	H-K_ATPase_N
PF03883.16	H2O2_YaaD
PF06831.16	H2TH
PF03457.16	HA
PF18239.3	HA1
PF04408.25	HA2
PF17993.3	HA70_C
PF04774.17	HABP4_PAI-RBP1
PF12710.9	HAD
PF13419.8	HAD_2
PF10307.11	HAD_SAK_1
PF18143.3	HAD_SAK_2
PF09065.12	Haemadin
PF05860.15	Haemagg_act
PF14830.8	Haemocyan_bet_s
PF14376.8	Haem_bd
PF03928.16	Haem_degrading
PF14518.8	Haem_oxygenas_2
PF16123.7	HAGH_C
PF07527.15	Hairy_orange
PF18545.3	HalOD1
PF18547.3	HalOD2
PF10112.11	Halogen_Hydrol
PF05465.15	Halo_GVPC
PF08663.12	HalX
PF02183.20	HALZ
PF01725.18	Ham1p_like
PF04388.14	Hamartin
PF00672.27	HAMP
PF18947.2	HAMP_2
PF18575.3	HAMP_N3
PF09110.13	HAND
PF01567.18	Hanta_G1
PF01561.18	Hanta_G2
PF00846.20	Hanta_nucleocap
PF03866.15	HAP
PF04849.15	HAP1_N
PF10699.11	HAP2-GCS1
PF10297.11	Hap4_Hap_bind
PF11639.10	HapK
PF15196.8	Harakiri
PF05066.15	HARE-HTH
PF07443.15	HARP
PF04877.14	Harpin
PF09378.12	HAS-barrel
PF06438.14	HasA
PF12330.10	Haspin_kinase
PF02184.18	HAT
PF10394.11	Hat1_N
PF02518.28	HATPase_c
PF13581.8	HATPase_c_2
PF13589.8	HATPase_c_3
PF13749.8	HATPase_c_4
PF14501.8	HATPase_c_5
PF08214.13	HAT_KAT11
PF14932.8	HAUS-augmin3
PF15003.8	HAUS2
PF14735.8	HAUS4
PF14817.8	HAUS5
PF14661.8	HAUS6_N
PF12944.9	HAV_VP
PF06777.13	HBB
PF18534.3	HBD
PF16591.7	HBM
PF08539.13	HbrB
PF08938.12	HBS1_N
PF07432.15	Hc1
PF07382.13	HC2
PF06594.13	HCBP_related
PF14856.8	Hce2
PF11576.10	HcgB
PF06690.13	HcgC
PF06787.13	HcgF
PF12154.10	HCMVantigenic_N
PF17609.4	HCMV_UL124
PF12507.10	HCMV_UL139
PF07818.15	HCNGP
PF00955.23	HCO3_cotransp
PF07111.14	HCR
PF01543.19	HCV_capsid
PF01542.20	HCV_core
PF01539.19	HCV_env
PF01560.19	HCV_NS1
PF01538.20	HCV_NS2
PF01006.22	HCV_NS4a
PF01001.21	HCV_NS4b
PF01506.21	HCV_NS5a
PF08300.15	HCV_NS5a_1a
PF08301.15	HCV_NS5a_1b
PF12941.9	HCV_NS5a_C
PF01837.18	HcyBio
PF01966.24	HD
PF04618.14	HD-ZIP_N
PF11496.10	HDA2-3
